,time,flex sensor,"actuator position, command","actuator position, measured",force,"actuator position, command1","actuator position, measured1",force1,TrialCounter
948,730482.0,180.0,95.0,621.0,297.0,95.0,643.0,319.0,7.0
949,730635.0,180.0,95.0,621.0,297.0,95.0,644.0,319.0,7.0
950,730787.0,180.0,95.0,621.0,297.0,95.0,644.0,319.0,7.0
951,730940.0,180.0,95.0,621.0,297.0,95.0,643.0,319.0,7.0
952,731092.0,180.0,95.0,621.0,297.0,95.0,643.0,319.0,7.0
953,731244.0,180.0,95.0,620.0,296.0,95.0,644.0,319.0,7.0
954,731397.0,180.0,95.0,621.0,296.0,95.0,644.0,319.0,7.0
955,731549.0,180.0,95.0,621.0,296.0,95.0,643.0,319.0,7.0
956,731702.0,180.0,95.0,621.0,296.0,95.0,644.0,319.0,7.0
5273,1725820.0,180.0,95.0,792.0,269.0,95.0,842.0,266.0,49.0
5275,1726125.0,180.0,95.0,657.0,288.0,95.0,654.0,323.0,49.0
1578,870531.0,180.0,95.0,789.0,269.0,95.0,797.0,281.0,13.0
1577,870379.0,180.0,95.0,795.0,269.0,95.0,836.0,271.0,13.0
3961,1417810.0,180.0,95.0,617.0,303.0,95.0,654.0,324.0,36.0
3958,1417353.0,180.0,95.0,619.0,303.0,95.0,656.0,322.0,36.0
3957,1417201.0,180.0,95.0,622.0,302.0,95.0,655.0,323.0,36.0
5327,1738052.0,180.0,95.0,620.0,299.0,95.0,646.0,321.0,50.0
5328,1738205.0,180.0,95.0,618.0,299.0,95.0,646.0,321.0,50.0
1540,860738.0,180.0,95.0,621.0,303.0,95.0,656.0,319.0,12.0
1539,860585.0,180.0,95.0,622.0,303.0,95.0,656.0,319.0,12.0
3959,1417506.0,180.0,95.0,617.0,305.0,95.0,655.0,322.0,36.0
1538,860433.0,180.0,95.0,622.0,303.0,95.0,656.0,319.0,12.0
3956,1417048.0,180.0,95.0,619.0,302.0,95.0,659.0,322.0,36.0
3955,1416896.0,180.0,95.0,618.0,302.0,95.0,656.0,325.0,36.0
3954,1416743.0,180.0,95.0,635.0,299.0,95.0,690.0,311.0,36.0
3953,1416591.0,180.0,95.0,792.0,269.0,95.0,835.0,271.0,36.0
1596,873275.0,180.0,95.0,619.0,303.0,95.0,649.0,323.0,13.0
1594,872971.0,180.0,95.0,620.0,304.0,95.0,649.0,322.0,13.0
1537,860280.0,180.0,95.0,621.0,305.0,95.0,656.0,319.0,12.0
1593,872818.0,180.0,95.0,619.0,303.0,95.0,649.0,322.0,13.0
3960,1417658.0,180.0,95.0,617.0,303.0,95.0,654.0,322.0,36.0
3962,1417963.0,180.0,95.0,617.0,303.0,95.0,655.0,322.0,36.0
2221,1020553.0,180.0,95.0,793.0,269.0,95.0,829.0,269.0,19.0
4040,1437853.0,180.0,95.0,794.0,269.0,95.0,845.0,270.0,37.0
5323,1737442.0,180.0,95.0,786.0,267.0,95.0,802.0,273.0,50.0
5324,1737595.0,180.0,95.0,636.0,292.0,95.0,658.0,320.0,50.0
5325,1737747.0,180.0,95.0,621.0,299.0,95.0,647.0,321.0,50.0
3971,1419335.0,180.0,95.0,617.0,303.0,95.0,654.0,322.0,36.0
5326,1737900.0,180.0,95.0,619.0,299.0,95.0,650.0,321.0,50.0
3970,1419182.0,180.0,95.0,617.0,303.0,95.0,654.0,322.0,36.0
3968,1418877.0,180.0,95.0,617.0,303.0,95.0,655.0,322.0,36.0
3967,1418725.0,180.0,95.0,617.0,303.0,95.0,654.0,322.0,36.0
3966,1418573.0,180.0,95.0,617.0,303.0,95.0,654.0,322.0,36.0
3965,1418420.0,180.0,95.0,617.0,303.0,95.0,655.0,322.0,36.0
3964,1418268.0,180.0,95.0,617.0,303.0,95.0,655.0,323.0,36.0
3963,1418115.0,180.0,95.0,617.0,303.0,95.0,655.0,324.0,36.0
3969,1419030.0,180.0,95.0,617.0,303.0,95.0,654.0,322.0,36.0
1592,872666.0,180.0,95.0,620.0,303.0,95.0,648.0,322.0,13.0
1595,873123.0,180.0,95.0,620.0,303.0,95.0,649.0,324.0,13.0
1590,872361.0,180.0,95.0,619.0,305.0,95.0,649.0,322.0,13.0
1591,872513.0,180.0,95.0,619.0,303.0,95.0,649.0,322.0,13.0
3909,1405881.0,180.0,95.0,630.0,300.0,95.0,649.0,326.0,35.0
1536,860128.0,180.0,95.0,621.0,303.0,95.0,656.0,320.0,12.0
1535,859975.0,180.0,95.0,622.0,303.0,95.0,656.0,319.0,12.0
1534,859823.0,180.0,95.0,621.0,303.0,95.0,657.0,319.0,12.0
1533,859671.0,180.0,95.0,621.0,304.0,95.0,657.0,319.0,12.0
3911,1406186.0,180.0,95.0,630.0,300.0,95.0,649.0,322.0,35.0
3908,1405729.0,180.0,95.0,632.0,300.0,95.0,653.0,326.0,35.0
4042,1438158.0,180.0,95.0,624.0,302.0,95.0,650.0,324.0,37.0
4043,1438311.0,180.0,95.0,620.0,301.0,95.0,650.0,322.0,37.0
4044,1438463.0,180.0,95.0,618.0,302.0,95.0,654.0,322.0,37.0
4045,1438616.0,180.0,95.0,619.0,302.0,95.0,649.0,322.0,37.0
4046,1438768.0,180.0,95.0,619.0,302.0,95.0,649.0,322.0,37.0
4047,1438921.0,180.0,95.0,619.0,301.0,95.0,649.0,322.0,37.0
4041,1438006.0,180.0,95.0,629.0,299.0,95.0,660.0,320.0,37.0
3912,1406339.0,180.0,95.0,629.0,300.0,95.0,649.0,325.0,35.0
3910,1406034.0,180.0,95.0,630.0,300.0,95.0,649.0,325.0,35.0
2816,1143258.0,180.0,95.0,616.0,304.0,95.0,646.0,321.0,23.0
1589,872208.0,180.0,95.0,620.0,303.0,95.0,649.0,323.0,13.0
1588,872056.0,180.0,95.0,619.0,303.0,95.0,649.0,325.0,13.0
1587,871903.0,180.0,95.0,620.0,303.0,95.0,649.0,322.0,13.0
3913,1406491.0,180.0,95.0,629.0,300.0,95.0,649.0,325.0,35.0
1585,871599.0,180.0,95.0,620.0,305.0,95.0,649.0,322.0,13.0
3922,1407863.0,180.0,95.0,629.0,299.0,95.0,649.0,325.0,35.0
3921,1407711.0,180.0,95.0,629.0,299.0,95.0,649.0,325.0,35.0
1586,871751.0,180.0,95.0,620.0,304.0,95.0,649.0,323.0,13.0
3919,1407406.0,180.0,95.0,630.0,299.0,95.0,649.0,325.0,35.0
3918,1407253.0,180.0,95.0,629.0,300.0,95.0,649.0,325.0,35.0
3917,1407101.0,180.0,95.0,629.0,300.0,95.0,648.0,325.0,35.0
3916,1406949.0,180.0,95.0,629.0,300.0,95.0,649.0,325.0,35.0
3915,1406796.0,180.0,95.0,629.0,300.0,95.0,649.0,325.0,35.0
3914,1406644.0,180.0,95.0,629.0,300.0,95.0,649.0,325.0,35.0
3920,1407558.0,180.0,95.0,630.0,299.0,95.0,649.0,325.0,35.0
4084,1448562.0,180.0,96.0,612.0,305.0,96.0,653.0,322.0,37.0
4079,1447799.0,180.0,96.0,792.0,269.0,96.0,837.0,269.0,37.0
4080,1447952.0,180.0,96.0,789.0,269.0,96.0,801.0,274.0,37.0
4081,1448104.0,180.0,96.0,644.0,290.0,96.0,653.0,324.0,37.0
4082,1448257.0,180.0,96.0,613.0,305.0,96.0,649.0,322.0,37.0
4083,1448409.0,180.0,96.0,619.0,305.0,96.0,649.0,322.0,37.0
4085,1448714.0,180.0,96.0,612.0,305.0,96.0,649.0,322.0,37.0
5380,1750131.0,180.0,96.0,609.0,302.0,96.0,644.0,321.0,50.0
4087,1449019.0,180.0,96.0,612.0,305.0,96.0,649.0,322.0,37.0
5379,1749979.0,180.0,96.0,609.0,302.0,96.0,644.0,321.0,50.0
5378,1749827.0,180.0,96.0,609.0,302.0,96.0,645.0,320.0,50.0
5377,1749674.0,180.0,96.0,610.0,302.0,96.0,645.0,321.0,50.0
5376,1749522.0,180.0,96.0,610.0,302.0,96.0,644.0,321.0,50.0
5375,1749369.0,180.0,96.0,610.0,302.0,96.0,645.0,319.0,50.0
5374,1749217.0,180.0,96.0,610.0,302.0,96.0,645.0,319.0,50.0
5373,1749064.0,180.0,96.0,609.0,300.0,96.0,644.0,319.0,50.0
5371,1748759.0,180.0,96.0,610.0,303.0,96.0,645.0,319.0,50.0
5370,1748607.0,180.0,96.0,609.0,303.0,96.0,644.0,319.0,50.0
5369,1748455.0,180.0,96.0,609.0,305.0,96.0,645.0,321.0,50.0
5368,1748302.0,180.0,96.0,610.0,303.0,96.0,645.0,319.0,50.0
5367,1748150.0,180.0,96.0,611.0,303.0,96.0,647.0,321.0,50.0
5366,1747997.0,180.0,96.0,612.0,303.0,96.0,647.0,321.0,50.0
5365,1747845.0,180.0,96.0,610.0,303.0,96.0,646.0,321.0,50.0
5364,1747692.0,180.0,96.0,618.0,299.0,96.0,650.0,321.0,50.0
5363,1747540.0,180.0,96.0,775.0,267.0,96.0,764.0,283.0,50.0
5362,1747388.0,180.0,96.0,792.0,267.0,96.0,836.0,268.0,50.0
5381,1750284.0,180.0,96.0,610.0,302.0,96.0,644.0,321.0,50.0
4098,1450696.0,180.0,96.0,612.0,305.0,96.0,649.0,321.0,37.0
4097,1450543.0,180.0,96.0,612.0,305.0,96.0,649.0,321.0,37.0
4096,1450391.0,180.0,96.0,612.0,305.0,96.0,649.0,321.0,37.0
4095,1450239.0,180.0,96.0,612.0,305.0,96.0,649.0,321.0,37.0
4094,1450086.0,180.0,96.0,612.0,305.0,96.0,649.0,321.0,37.0
4093,1449934.0,180.0,96.0,612.0,305.0,96.0,649.0,322.0,37.0
4092,1449781.0,180.0,96.0,612.0,305.0,96.0,649.0,322.0,37.0
4091,1449629.0,180.0,96.0,612.0,305.0,96.0,649.0,322.0,37.0
4090,1449476.0,180.0,96.0,612.0,304.0,96.0,649.0,323.0,37.0
4089,1449324.0,180.0,96.0,612.0,305.0,96.0,649.0,322.0,37.0
4088,1449172.0,180.0,96.0,612.0,305.0,96.0,650.0,322.0,37.0
4086,1448867.0,180.0,96.0,612.0,305.0,96.0,649.0,322.0,37.0
5372,1748912.0,180.0,96.0,610.0,303.0,96.0,645.0,321.0,50.0
1149,773126.0,180.0,96.0,614.0,306.0,96.0,644.0,326.0,9.0
1137,771297.0,180.0,96.0,616.0,309.0,96.0,644.0,328.0,9.0
1150,773279.0,180.0,96.0,614.0,307.0,96.0,644.0,326.0,9.0
1145,772517.0,180.0,96.0,614.0,308.0,96.0,643.0,326.0,9.0
1144,772364.0,180.0,96.0,613.0,308.0,96.0,644.0,326.0,9.0
1143,772212.0,180.0,96.0,614.0,309.0,96.0,643.0,326.0,9.0
1139,771602.0,180.0,96.0,613.0,309.0,96.0,644.0,326.0,9.0
1138,771450.0,180.0,96.0,614.0,309.0,96.0,644.0,328.0,9.0
1147,772822.0,180.0,96.0,614.0,307.0,96.0,643.0,326.0,9.0
1136,771145.0,180.0,96.0,614.0,309.0,96.0,652.0,328.0,9.0
1135,770992.0,180.0,96.0,616.0,311.0,96.0,648.0,327.0,9.0
1134,770840.0,180.0,96.0,615.0,309.0,96.0,644.0,327.0,9.0
1148,772974.0,180.0,96.0,614.0,307.0,96.0,643.0,326.0,9.0
1133,770687.0,180.0,96.0,618.0,309.0,96.0,646.0,328.0,9.0
1142,772059.0,180.0,96.0,614.0,309.0,96.0,644.0,326.0,9.0
1141,771907.0,180.0,96.0,614.0,309.0,96.0,644.0,326.0,9.0
1140,771755.0,180.0,96.0,614.0,309.0,96.0,643.0,326.0,9.0
1131,770383.0,180.0,96.0,802.0,269.0,96.0,838.0,274.0,9.0
1132,770535.0,180.0,96.0,782.0,269.0,96.0,763.0,291.0,9.0
1146,772669.0,180.0,96.0,613.0,308.0,96.0,644.0,327.0,9.0
4948,1652276.0,180.0,97.0,608.0,303.0,97.0,635.0,326.0,46.0
4949,1652429.0,180.0,97.0,608.0,303.0,97.0,635.0,326.0,46.0
4950,1652581.0,180.0,97.0,609.0,303.0,97.0,635.0,326.0,46.0
3612,1332605.0,180.0,97.0,609.0,303.0,97.0,632.0,325.0,32.0
3611,1332452.0,180.0,97.0,608.0,302.0,97.0,632.0,325.0,32.0
3610,1332300.0,180.0,97.0,609.0,303.0,97.0,632.0,323.0,32.0
4825,1621526.0,180.0,97.0,609.0,303.0,97.0,638.0,326.0,45.0
4947,1652124.0,180.0,97.0,608.0,302.0,97.0,635.0,325.0,46.0
4946,1651972.0,180.0,97.0,612.0,303.0,97.0,636.0,325.0,46.0
4945,1651819.0,180.0,97.0,609.0,303.0,97.0,640.0,325.0,46.0
4944,1651667.0,180.0,97.0,610.0,303.0,97.0,636.0,325.0,46.0
4943,1651514.0,180.0,97.0,613.0,302.0,97.0,644.0,325.0,46.0
4942,1651362.0,180.0,97.0,754.0,273.0,97.0,782.0,281.0,46.0
3609,1332147.0,180.0,97.0,608.0,304.0,97.0,632.0,323.0,32.0
3607,1331842.0,180.0,97.0,608.0,303.0,97.0,632.0,325.0,32.0
3604,1331385.0,180.0,97.0,608.0,303.0,97.0,633.0,325.0,32.0
4952,1652886.0,180.0,97.0,609.0,303.0,97.0,634.0,326.0,46.0
4958,1653801.0,180.0,97.0,608.0,302.0,97.0,635.0,326.0,46.0
4957,1653648.0,180.0,97.0,609.0,302.0,97.0,635.0,326.0,46.0
4956,1653496.0,180.0,97.0,609.0,302.0,97.0,635.0,326.0,46.0
4955,1653344.0,180.0,97.0,608.0,302.0,97.0,635.0,326.0,46.0
3593,1327708.0,180.0,97.0,793.0,267.0,97.0,837.0,268.0,32.0
3594,1329861.0,180.0,97.0,791.0,267.0,97.0,808.0,270.0,32.0
3595,1330013.0,180.0,97.0,615.0,301.0,97.0,636.0,322.0,32.0
3596,1330165.0,180.0,97.0,614.0,305.0,97.0,634.0,326.0,32.0
3597,1330318.0,180.0,97.0,601.0,303.0,97.0,635.0,324.0,32.0
4951,1652734.0,180.0,97.0,609.0,303.0,97.0,635.0,326.0,46.0
3598,1330470.0,180.0,97.0,615.0,303.0,97.0,633.0,327.0,32.0
3600,1330775.0,180.0,97.0,608.0,305.0,97.0,633.0,326.0,32.0
3601,1330928.0,180.0,97.0,608.0,303.0,97.0,632.0,325.0,32.0
3602,1331080.0,180.0,97.0,609.0,303.0,97.0,633.0,325.0,32.0
3603,1331233.0,180.0,97.0,608.0,303.0,97.0,633.0,323.0,32.0
4954,1653191.0,180.0,97.0,609.0,301.0,97.0,635.0,326.0,46.0
4941,1651209.0,180.0,97.0,792.0,267.0,97.0,836.0,270.0,46.0
3605,1331537.0,180.0,97.0,609.0,304.0,97.0,633.0,325.0,32.0
3606,1331690.0,180.0,97.0,609.0,303.0,97.0,632.0,323.0,32.0
4953,1653039.0,180.0,97.0,608.0,303.0,97.0,635.0,326.0,46.0
3599,1330623.0,180.0,97.0,609.0,303.0,97.0,633.0,326.0,32.0
2012,972692.0,180.0,97.0,601.0,308.0,97.0,629.0,326.0,17.0
2007,971930.0,180.0,97.0,601.0,309.0,97.0,630.0,328.0,17.0
2003,971320.0,180.0,97.0,601.0,309.0,97.0,630.0,326.0,17.0
4827,1621831.0,180.0,97.0,610.0,303.0,97.0,637.0,326.0,45.0
4828,1621983.0,180.0,97.0,610.0,303.0,97.0,637.0,326.0,45.0
1998,970558.0,180.0,97.0,606.0,308.0,97.0,629.0,328.0,17.0
1997,970405.0,180.0,97.0,729.0,274.0,97.0,712.0,305.0,17.0
1996,970253.0,180.0,97.0,793.0,269.0,97.0,838.0,269.0,17.0
2055,981247.0,180.0,97.0,794.0,269.0,97.0,839.0,268.0,18.0
2056,983399.0,180.0,97.0,790.0,269.0,97.0,783.0,283.0,18.0
2057,983552.0,180.0,97.0,569.0,305.0,97.0,638.0,325.0,18.0
2058,983704.0,180.0,97.0,608.0,308.0,97.0,637.0,325.0,18.0
2059,983857.0,180.0,97.0,602.0,308.0,97.0,641.0,325.0,18.0
2060,984009.0,180.0,97.0,604.0,308.0,97.0,637.0,325.0,18.0
2061,984161.0,180.0,97.0,603.0,308.0,97.0,635.0,325.0,18.0
2062,984314.0,180.0,97.0,602.0,309.0,97.0,636.0,324.0,18.0
2063,984466.0,180.0,97.0,602.0,309.0,97.0,636.0,324.0,18.0
2064,984619.0,180.0,97.0,603.0,309.0,97.0,635.0,325.0,18.0
2065,984771.0,180.0,97.0,603.0,309.0,97.0,635.0,325.0,18.0
2066,984924.0,180.0,97.0,603.0,309.0,97.0,636.0,325.0,18.0
2067,985076.0,180.0,97.0,603.0,309.0,97.0,635.0,325.0,18.0
2009,972235.0,180.0,97.0,602.0,309.0,97.0,629.0,326.0,17.0
2010,972387.0,180.0,97.0,601.0,309.0,97.0,630.0,328.0,17.0
2011,972539.0,180.0,97.0,602.0,309.0,97.0,630.0,326.0,17.0
4826,1621679.0,180.0,97.0,610.0,303.0,97.0,637.0,326.0,45.0
2002,971167.0,180.0,97.0,602.0,310.0,97.0,629.0,326.0,17.0
4824,1621374.0,180.0,97.0,610.0,303.0,97.0,638.0,326.0,45.0
4822,1621069.0,180.0,97.0,609.0,303.0,97.0,638.0,326.0,45.0
2004,971472.0,180.0,97.0,602.0,309.0,97.0,630.0,326.0,17.0
2005,971625.0,180.0,97.0,601.0,309.0,97.0,630.0,326.0,17.0
2006,971777.0,180.0,97.0,602.0,309.0,97.0,630.0,328.0,17.0
4959,1653953.0,180.0,97.0,608.0,302.0,97.0,635.0,326.0,46.0
2008,972082.0,180.0,97.0,602.0,309.0,97.0,629.0,326.0,17.0
2001,971015.0,180.0,97.0,605.0,307.0,97.0,629.0,326.0,17.0
2000,970862.0,180.0,97.0,604.0,309.0,97.0,632.0,328.0,17.0
1999,970710.0,180.0,97.0,603.0,309.0,97.0,630.0,328.0,17.0
4809,1617087.0,180.0,97.0,794.0,268.0,97.0,840.0,266.0,45.0
4810,1619239.0,180.0,97.0,792.0,267.0,97.0,786.0,282.0,45.0
4811,1619392.0,180.0,97.0,618.0,301.0,97.0,638.0,327.0,45.0
4812,1619544.0,180.0,97.0,614.0,304.0,97.0,641.0,328.0,45.0
4813,1619697.0,180.0,97.0,611.0,304.0,97.0,638.0,326.0,45.0
4814,1619849.0,180.0,97.0,616.0,303.0,97.0,638.0,327.0,45.0
4815,1620002.0,180.0,97.0,610.0,303.0,97.0,641.0,327.0,45.0
4816,1620154.0,180.0,97.0,610.0,303.0,97.0,637.0,326.0,45.0
4817,1620307.0,180.0,97.0,610.0,303.0,97.0,638.0,326.0,45.0
4818,1620459.0,180.0,97.0,609.0,303.0,97.0,637.0,327.0,45.0
4819,1620612.0,180.0,97.0,610.0,303.0,97.0,638.0,326.0,45.0
4820,1620764.0,180.0,97.0,610.0,303.0,97.0,637.0,326.0,45.0
4821,1620916.0,180.0,97.0,610.0,303.0,97.0,638.0,326.0,45.0
4823,1621221.0,180.0,97.0,610.0,303.0,97.0,637.0,326.0,45.0
4960,1654106.0,180.0,97.0,609.0,300.0,97.0,635.0,326.0,46.0
3608,1331995.0,180.0,97.0,608.0,303.0,97.0,632.0,325.0,32.0
2069,985381.0,180.0,97.0,603.0,309.0,97.0,635.0,325.0,18.0
2013,972844.0,180.0,97.0,601.0,308.0,97.0,629.0,328.0,17.0
2073,985991.0,180.0,97.0,602.0,309.0,97.0,635.0,325.0,18.0
2072,985838.0,180.0,97.0,603.0,309.0,97.0,635.0,323.0,18.0
2071,985686.0,180.0,97.0,603.0,309.0,97.0,635.0,322.0,18.0
2070,985534.0,180.0,97.0,603.0,309.0,97.0,635.0,322.0,18.0
2015,973149.0,180.0,97.0,602.0,308.0,97.0,630.0,327.0,17.0
2074,986143.0,180.0,97.0,603.0,309.0,97.0,636.0,324.0,18.0
2068,985229.0,180.0,97.0,603.0,309.0,97.0,636.0,325.0,18.0
2014,972997.0,180.0,97.0,601.0,308.0,97.0,630.0,326.0,17.0
4460,1537882.0,180.0,98.0,793.0,269.0,98.0,833.0,271.0,41.0
4333,1506520.0,180.0,98.0,604.0,304.0,98.0,636.0,324.0,40.0
4334,1506673.0,180.0,98.0,605.0,303.0,98.0,630.0,328.0,40.0
4335,1506825.0,180.0,98.0,606.0,304.0,98.0,633.0,328.0,40.0
4336,1506978.0,180.0,98.0,604.0,303.0,98.0,630.0,328.0,40.0
4332,1506368.0,180.0,98.0,755.0,270.0,98.0,804.0,273.0,40.0
4331,1504215.0,180.0,98.0,793.0,267.0,98.0,837.0,269.0,40.0
3034,1196490.0,180.0,98.0,608.0,306.0,98.0,629.0,329.0,26.0
4461,1538034.0,180.0,98.0,688.0,288.0,98.0,762.0,285.0,41.0
4462,1538186.0,180.0,98.0,606.0,304.0,98.0,635.0,330.0,41.0
4471,1539558.0,180.0,98.0,605.0,304.0,98.0,630.0,328.0,41.0
4470,1539406.0,180.0,98.0,605.0,305.0,98.0,630.0,329.0,41.0
4469,1539254.0,180.0,98.0,605.0,305.0,98.0,630.0,329.0,41.0
4468,1539101.0,180.0,98.0,604.0,305.0,98.0,630.0,329.0,41.0
3031,1194033.0,180.0,98.0,790.0,269.0,98.0,836.0,268.0,26.0
1632,882764.0,180.0,98.0,602.0,308.0,98.0,623.0,331.0,13.0
1633,882916.0,180.0,98.0,602.0,307.0,98.0,623.0,331.0,13.0
1634,883068.0,180.0,98.0,602.0,308.0,98.0,623.0,330.0,13.0
4467,1538949.0,180.0,98.0,605.0,305.0,98.0,631.0,329.0,41.0
4466,1538796.0,180.0,98.0,605.0,305.0,98.0,630.0,329.0,41.0
1635,883221.0,180.0,98.0,602.0,308.0,98.0,623.0,331.0,13.0
1636,883373.0,180.0,98.0,602.0,308.0,98.0,623.0,331.0,13.0
4465,1538644.0,180.0,98.0,605.0,303.0,98.0,635.0,329.0,41.0
4464,1538491.0,180.0,98.0,605.0,305.0,98.0,636.0,329.0,41.0
3035,1196643.0,180.0,98.0,604.0,307.0,98.0,627.0,329.0,26.0
4337,1507130.0,180.0,98.0,603.0,305.0,98.0,630.0,328.0,40.0
4338,1507283.0,180.0,98.0,602.0,303.0,98.0,630.0,327.0,40.0
1620,880934.0,180.0,98.0,603.0,308.0,98.0,622.0,332.0,13.0
4340,1507587.0,180.0,98.0,603.0,303.0,98.0,630.0,328.0,40.0
4350,1509112.0,180.0,98.0,603.0,305.0,98.0,629.0,328.0,40.0
1622,881239.0,180.0,98.0,602.0,308.0,98.0,621.0,332.0,13.0
1623,881392.0,180.0,98.0,602.0,309.0,98.0,623.0,332.0,13.0
1624,881544.0,180.0,98.0,603.0,309.0,98.0,623.0,332.0,13.0
1625,881697.0,180.0,98.0,603.0,309.0,98.0,623.0,330.0,13.0
1626,881849.0,180.0,98.0,602.0,309.0,98.0,622.0,331.0,13.0
1627,882001.0,180.0,98.0,603.0,309.0,98.0,622.0,329.0,13.0
1628,882154.0,180.0,98.0,602.0,309.0,98.0,623.0,329.0,13.0
1629,882306.0,180.0,98.0,602.0,309.0,98.0,623.0,330.0,13.0
1630,882459.0,180.0,98.0,602.0,309.0,98.0,623.0,330.0,13.0
4349,1508959.0,180.0,98.0,603.0,303.0,98.0,629.0,328.0,40.0
4348,1508807.0,180.0,98.0,603.0,305.0,98.0,630.0,327.0,40.0
4347,1508654.0,180.0,98.0,604.0,305.0,98.0,629.0,328.0,40.0
4346,1508502.0,180.0,98.0,603.0,303.0,98.0,629.0,328.0,40.0
4345,1508350.0,180.0,98.0,603.0,303.0,98.0,630.0,328.0,40.0
1631,882611.0,180.0,98.0,602.0,309.0,98.0,623.0,330.0,13.0
4344,1508197.0,180.0,98.0,603.0,303.0,98.0,629.0,328.0,40.0
4343,1508045.0,180.0,98.0,603.0,305.0,98.0,629.0,328.0,40.0
4342,1507892.0,180.0,98.0,603.0,303.0,98.0,630.0,326.0,40.0
4341,1507740.0,180.0,98.0,603.0,303.0,98.0,630.0,328.0,40.0
1621,881087.0,180.0,98.0,607.0,307.0,98.0,623.0,332.0,13.0
4472,1539711.0,180.0,98.0,605.0,305.0,98.0,630.0,329.0,41.0
1619,880782.0,180.0,98.0,607.0,308.0,98.0,626.0,333.0,13.0
1618,880629.0,180.0,98.0,698.0,284.0,98.0,718.0,301.0,13.0
1617,880477.0,180.0,98.0,794.0,269.0,98.0,836.0,271.0,13.0
4339,1507435.0,180.0,98.0,603.0,303.0,98.0,630.0,328.0,40.0
4473,1539863.0,180.0,98.0,605.0,305.0,98.0,630.0,329.0,41.0
4463,1538339.0,180.0,98.0,608.0,304.0,98.0,630.0,329.0,41.0
4475,1540168.0,180.0,98.0,605.0,305.0,98.0,630.0,329.0,41.0
1486,848505.0,180.0,98.0,601.0,309.0,98.0,624.0,332.0,12.0
3042,1197710.0,180.0,98.0,603.0,306.0,98.0,627.0,327.0,26.0
3043,1197862.0,180.0,98.0,603.0,307.0,98.0,627.0,327.0,26.0
3044,1198015.0,180.0,98.0,603.0,306.0,98.0,627.0,326.0,26.0
3045,1198167.0,180.0,98.0,603.0,306.0,98.0,627.0,326.0,26.0
3046,1198320.0,180.0,98.0,603.0,306.0,98.0,626.0,327.0,26.0
3047,1198472.0,180.0,98.0,603.0,305.0,98.0,627.0,326.0,26.0
4474,1540016.0,180.0,98.0,605.0,303.0,98.0,630.0,329.0,41.0
3156,1223089.0,180.0,98.0,596.0,309.0,98.0,632.0,325.0,27.0
3155,1222936.0,180.0,98.0,596.0,310.0,98.0,632.0,322.0,27.0
3154,1222784.0,180.0,98.0,596.0,309.0,98.0,632.0,323.0,27.0
3153,1222631.0,180.0,98.0,595.0,311.0,98.0,633.0,325.0,27.0
3152,1222479.0,180.0,98.0,596.0,309.0,98.0,632.0,322.0,27.0
3151,1222327.0,180.0,98.0,596.0,311.0,98.0,633.0,325.0,27.0
3150,1222174.0,180.0,98.0,596.0,311.0,98.0,632.0,325.0,27.0
3149,1222022.0,180.0,98.0,596.0,311.0,98.0,633.0,323.0,27.0
3148,1221869.0,180.0,98.0,596.0,311.0,98.0,633.0,322.0,27.0
1487,848658.0,180.0,98.0,601.0,309.0,98.0,624.0,332.0,12.0
1488,848810.0,180.0,98.0,600.0,309.0,98.0,624.0,332.0,12.0
1489,848963.0,180.0,98.0,600.0,311.0,98.0,624.0,332.0,12.0
1490,849115.0,180.0,98.0,600.0,309.0,98.0,624.0,330.0,12.0
3033,1196338.0,180.0,98.0,624.0,296.0,98.0,631.0,328.0,26.0
3032,1196185.0,180.0,98.0,790.0,267.0,98.0,799.0,277.0,26.0
3036,1196795.0,180.0,98.0,604.0,306.0,98.0,631.0,329.0,26.0
3037,1196948.0,180.0,98.0,603.0,306.0,98.0,627.0,326.0,26.0
3038,1197100.0,180.0,98.0,603.0,306.0,98.0,627.0,326.0,26.0
3039,1197253.0,180.0,98.0,603.0,306.0,98.0,627.0,328.0,26.0
3040,1197405.0,180.0,98.0,603.0,306.0,98.0,627.0,328.0,26.0
3041,1197557.0,180.0,98.0,603.0,306.0,98.0,627.0,327.0,26.0
3147,1221717.0,180.0,98.0,596.0,309.0,98.0,633.0,323.0,27.0
1500,850640.0,180.0,98.0,600.0,311.0,98.0,624.0,329.0,12.0
1498,850335.0,180.0,98.0,600.0,309.0,98.0,624.0,329.0,12.0
1497,850182.0,180.0,98.0,600.0,309.0,98.0,624.0,331.0,12.0
1496,850030.0,180.0,98.0,600.0,310.0,98.0,624.0,329.0,12.0
1495,849877.0,180.0,98.0,600.0,309.0,98.0,624.0,329.0,12.0
1494,849725.0,180.0,98.0,600.0,309.0,98.0,624.0,330.0,12.0
1493,849573.0,180.0,98.0,600.0,309.0,98.0,624.0,330.0,12.0
1492,849420.0,180.0,98.0,600.0,309.0,98.0,624.0,329.0,12.0
1491,849268.0,180.0,98.0,600.0,309.0,98.0,623.0,329.0,12.0
1499,850487.0,180.0,98.0,600.0,309.0,98.0,624.0,329.0,12.0
3146,1221564.0,180.0,98.0,596.0,311.0,98.0,632.0,322.0,27.0
3048,1198625.0,180.0,98.0,604.0,305.0,98.0,626.0,328.0,26.0
