,time,flex sensor,"actuator position, command","actuator position, measured",force,"""Trial Number""","""Target Angle""",newForce
54,1367.247,106.0,8.053333333333335,3.957727873183618,-23.29,0.0,150.0,-0.8778906249999991
55,1367.7,106.0,8.053333333333335,3.9788639365918113,-23.29,0.0,150.0,-0.8778906249999991
56,1368.1529999999998,106.0,8.053333333333335,4.04227212681638,-23.29,0.0,150.0,-0.8778906249999991
57,1368.606,106.0,8.053333333333335,3.91545574636724,-23.29,0.0,150.0,-0.8778906249999991
58,1369.058,106.0,8.053333333333335,4.04227212681638,-23.55,0.0,150.0,-1.1378906250000007
59,1369.5120000000002,106.0,8.053333333333335,3.8520475561426686,-23.55,0.0,150.0,-1.1378906250000007
60,1369.964,106.0,8.053333333333335,3.936591809775429,-23.38,0.0,150.0,-0.967890624999999
61,1370.4170000000001,106.0,8.053333333333335,3.9788639365918113,-23.55,0.0,150.0,-1.1378906250000007
62,1370.869,106.0,8.053333333333335,4.0,-23.55,0.0,150.0,-1.1378906250000007
63,1371.3229999999999,106.0,8.053333333333335,3.91545574636724,-23.55,0.0,150.0,-1.1378906250000007
64,1371.775,106.0,8.053333333333335,3.9788639365918113,-23.29,0.0,150.0,-0.8778906249999991
65,1372.2279999999998,106.0,8.053333333333335,4.021136063408191,-23.2,0.0,150.0,-0.7878906249999993
66,1372.681,106.0,8.053333333333335,3.83091149273448,-23.38,0.0,150.0,-0.967890624999999
67,1373.134,106.0,8.053333333333335,4.0,-23.64,0.0,150.0,-1.2278906250000006
68,1373.586,106.0,8.053333333333335,3.9788639365918113,-23.29,0.0,150.0,-0.8778906249999991
