td,time,"flex sensor"
31.00, 987255104.00, -0.55
31.00, 987286592.00, -0.55
31.00, 987318080.00, -0.55
31.00, 987349568.00, -0.55
31.00, 987381248.00, -0.55
31.00, 987412736.00, -0.55
31.00, 987444224.00, -0.55
31.00, 987475712.00, -0.55
31.00, 987507200.00, -0.55
31.00, 987538944.00, -0.55
31.00, 987570432.00, -0.55
31.00, 987601920.00, -0.55
31.00, 987633408.00, -0.55
31.00, 987664896.00, -0.55
31.00, 987696640.00, -0.55
31.00, 987728128.00, -0.55
31.00, 987759616.00, -0.55
31.00, 987791104.00, -0.55
31.00, 987822592.00, -0.55
31.00, 987854272.00, -0.55
31.00, 987885760.00, -0.55
31.00, 987917248.00, -0.55
31.00, 987948736.00, -0.55
31.00, 987980224.00, -0.55
31.00, 988011968.00, -0.55
31.00, 988043456.00, -0.55
31.00, 988074944.00, -0.55
31.00, 988106368.00, -0.55
31.00, 988137856.00, -0.55
31.00, 988169600.00, -0.55
31.00, 988201088.00, -0.55
31.00, 988232576.00, -0.55
31.00, 988264064.00, -0.55
31.00, 988295488.00, -0.55
31.00, 988327296.00, -0.55
31.00, 988358720.00, -0.55
31.00, 988390208.00, -0.55
31.00, 988421696.00, -0.55
31.00, 988453184.00, -0.55
31.00, 988484928.00, -0.55
31.00, 988516416.00, -0.55
31.00, 988547840.00, -0.55
31.00, 988579328.00, -0.55
31.00, 988610816.00, -0.55
31.00, 988642560.00, -0.55
31.00, 988673984.00, -0.55
31.00, 988705472.00, -0.55
31.00, 988736960.00, -0.55
31.00, 988768448.00, -0.55
31.00, 988800192.00, -0.55
31.00, 988831680.00, -0.55
31.00, 988863168.00, -0.55
31.00, 988894656.00, -0.55
31.00, 988926144.00, -0.55
31.00, 988957824.00, -0.55
31.00, 988989312.00, -0.55
31.00, 989020800.00, -0.55
31.00, 989052288.00, -0.55
31.00, 989083776.00, -0.55
31.00, 989115520.00, -0.55
31.00, 989147008.00, -0.55
31.00, 989178432.00, -0.55
31.00, 989209920.00, -0.55
31.00, 989241408.00, -0.55
31.00, 989273152.00, -0.55
31.00, 989304640.00, -0.55
31.00, 989336128.00, -0.55
31.00, 989367552.00, -0.55
31.00, 989399040.00, -0.55
31.00, 989430784.00, -0.55
31.00, 989462272.00, -0.55
31.00, 989493760.00, -0.55
31.00, 989525184.00, -0.55
31.00, 989556672.00, -0.55
31.00, 989588416.00, -0.55
31.00, 989619904.00, -0.55
31.00, 989651392.00, -0.55
31.00, 989682880.00, -0.55
31.00, 989714368.00, -0.55
31.00, 989746112.00, -0.55
31.00, 989777536.00, -0.55
31.00, 989809024.00, -0.55
31.00, 989840512.00, -0.55
31.00, 989872000.00, -0.55
31.00, 989903744.00, -0.55
31.00, 989935232.00, -0.55
31.00, 989966720.00, -0.55
31.00, 989998208.00, -0.55
31.00, 990029696.00, -0.55
31.00, 990061440.00, -0.55
31.00, 990092928.00, -0.55
31.00, 990124416.00, -0.55
31.00, 990155904.00, -0.55
31.00, 990187328.00, -0.55
31.00, 990219136.00, -0.55
31.00, 990250624.00, -0.55
31.00, 990282048.00, -0.55
31.00, 990313536.00, -0.55
31.00, 990345024.00, -0.55
31.00, 990376768.00, -0.55
31.00, 990408256.00, -0.55
31.00, 990439744.00, -0.55
31.00, 990471232.00, -0.55
31.00, 990502720.00, -0.55
31.00, 990534464.00, -0.55
31.00, 990565952.00, -0.55
31.00, 990597440.00, -0.55
31.00, 990628928.00, -0.55
31.00, 990660416.00, -0.55
31.00, 990692160.00, -0.55
31.00, 990723648.00, -0.55
31.00, 990755136.00, -0.55
31.00, 990786560.00, -0.55
31.00, 990818048.00, -0.55
31.00, 990849792.00, -0.55
31.00, 990881280.00, -0.55
31.00, 990912768.00, -0.55
31.00, 990944256.00, -0.55
31.00, 990975744.00, -0.55
31.00, 991007488.00, -0.55
31.00, 991038976.00, -0.55
31.00, 991070464.00, -0.55
31.00, 991101952.00, -0.55
31.00, 991133440.00, -0.55
31.00, 991165184.00, -0.55
31.00, 991196672.00, -0.55
31.00, 991228160.00, -0.55
31.00, 991259584.00, -0.55
31.00, 991291072.00, -0.55
31.00, 991322816.00, -0.55
31.00, 991354304.00, -0.55
31.00, 991385792.00, -0.55
31.00, 991417280.00, -0.55
31.00, 991448704.00, -0.55
31.00, 991480448.00, -0.55
31.00, 991511936.00, -0.55
31.00, 991543424.00, -0.55
31.00, 991574912.00, -0.55
31.00, 991606400.00, -0.55
31.00, 991638080.00, -0.55
31.00, 991669568.00, -0.55
31.00, 991701056.00, -0.55
31.00, 991732544.00, -0.55
31.00, 991764032.00, -0.55
31.00, 991795776.00, -0.55
31.00, 991827200.00, -0.55
31.00, 991858688.00, -0.55
31.00, 991890176.00, -0.55
31.00, 991921664.00, -0.55
31.00, 991953408.00, -0.55
31.00, 991984896.00, -0.55
31.00, 992016384.00, -0.55
31.00, 992047872.00, -0.55
31.00, 992079360.00, -0.55
31.00, 992111104.00, -0.55
31.00, 992142528.00, -0.55
31.00, 992174016.00, -0.55
31.00, 992205504.00, -0.55
31.00, 992236992.00, -0.55
31.00, 992268736.00, -0.55
31.00, 992300224.00, -0.55
31.00, 992331712.00, -0.55
31.00, 992363200.00, -0.55
31.00, 992394688.00, -0.55
31.00, 992426368.00, -0.55
31.00, 992457856.00, -0.55
31.00, 992489344.00, -0.55
31.00, 992520832.00, -0.55
31.00, 992552320.00, -0.55
31.00, 992584064.00, -0.55
31.00, 992615552.00, -0.55
31.00, 992647040.00, -0.55
31.00, 992678528.00, -0.55
31.00, 992710016.00, -0.55
31.00, 992741760.00, -0.55
31.00, 992773248.00, -0.55
31.00, 992804672.00, -0.55
31.00, 992836160.00, -0.55
31.00, 992867648.00, -0.55
31.00, 992899392.00, -0.55
31.00, 992930880.00, -0.55
31.00, 992962368.00, -0.55
31.00, 992993856.00, -0.55
31.00, 993025280.00, -0.55
31.00, 993057024.00, -0.55
31.00, 993088512.00, -0.55
31.00, 993120000.00, -0.55
31.00, 993151488.00, -0.55
31.00, 993182976.00, -0.55
31.00, 993214656.00, -0.55
31.00, 993246144.00, -0.55
31.00, 993277632.00, -0.55
31.00, 993309120.00, -0.55
31.00, 993340608.00, -0.55
31.00, 993372288.00, -0.55
31.00, 993403776.00, -0.55
31.00, 993435264.00, -0.55
31.00, 993466752.00, -0.55
31.00, 993498240.00, -0.55
31.00, 993529984.00, -0.55
31.00, 993561408.00, -0.55
31.00, 993592896.00, -0.55
31.00, 993624384.00, -0.55
31.00, 993655872.00, -0.55
31.00, 993687616.00, -0.55
31.00, 993719104.00, -0.55
31.00, 993750592.00, -0.55
31.00, 993782080.00, -0.55
31.00, 993813568.00, -0.55
31.00, 993845248.00, -0.55
31.00, 993876736.00, -0.55
31.00, 993908224.00, -0.55
31.00, 993939712.00, -0.55
31.00, 993971200.00, -0.55
31.00, 994002880.00, -0.55
31.00, 994034368.00, -0.55
31.00, 994065856.00, -0.55
31.00, 994097344.00, -0.55
31.00, 994128832.00, -0.55
31.00, 994160512.00, -0.55
31.00, 994192000.00, -0.55
31.00, 994223488.00, -0.55
31.00, 994254976.00, -0.55
31.00, 994286464.00, -0.55
31.00, 994318208.00, -0.55
31.00, 994349632.00, -0.55
31.00, 994381120.00, -0.55
31.00, 994412608.00, -0.55
31.00, 994444096.00, -0.55
31.00, 994475840.00, -0.55
31.00, 994507328.00, -0.55
31.00, 994538816.00, -0.55
31.00, 994570240.00, -0.55
31.00, 994601728.00, -0.55
31.00, 994633472.00, -0.55
31.00, 994664960.00, -0.55
31.00, 994696448.00, -0.55
31.00, 994727936.00, -0.55
31.00, 994759424.00, -0.55
31.00, 994791168.00, -0.55
31.00, 994822656.00, -0.55
31.00, 994854144.00, -0.55
31.00, 994885632.00, -0.55
31.00, 994917056.00, -0.55
31.00, 994948800.00, -0.55
31.00, 994980288.00, -0.55
31.00, 995011776.00, -0.55
31.00, 995043264.00, -0.55
31.00, 995074752.00, -0.55
31.00, 995106432.00, -0.55
31.00, 995137920.00, -0.55
31.00, 995169408.00, -0.55
31.00, 995200896.00, -0.55
31.00, 995232384.00, -0.55
31.00, 995264128.00, -0.55
31.00, 995295616.00, -0.55
31.00, 995327104.00, -0.55
31.00, 995358592.00, -0.55
31.00, 995390016.00, -0.55
31.00, 995421760.00, -0.55
31.00, 995453248.00, -0.55
31.00, 995484736.00, -0.55
31.00, 995516224.00, -0.55
31.00, 995547712.00, -0.55
31.00, 995579456.00, -0.55
31.00, 995610880.00, -0.55
31.00, 995642368.00, -0.55
31.00, 995673856.00, -0.55
31.00, 995705344.00, -0.55
31.00, 995737088.00, -0.55
31.00, 995768576.00, -0.55
31.00, 995800064.00, -0.55
31.00, 995831552.00, -0.55
31.00, 995863040.00, -0.55
31.00, 995894784.00, -0.55
31.00, 995926272.00, -0.55
31.00, 995957760.00, -0.55
31.00, 995989248.00, -0.55
31.00, 996020672.00, -0.55
31.00, 996052480.00, -0.55
31.00, 996083904.00, -0.55
31.00, 996115392.00, -0.55
31.00, 996146880.00, -0.55
31.00, 996178368.00, -0.55
31.00, 996210112.00, -0.55
31.00, 996241600.00, -0.55
31.00, 996273088.00, -0.55
31.00, 996304576.00, -0.55
31.00, 996336064.00, -0.55
31.00, 996367744.00, -0.55
31.00, 996399232.00, -0.55
31.00, 996430720.00, -0.55
31.00, 996462208.00, -0.55
31.00, 996493696.00, -0.55
31.00, 996525440.00, -0.55
31.00, 996556928.00, -0.55
31.00, 996588416.00, -0.55
31.00, 996619904.00, -0.55
31.00, 996651328.00, -0.55
31.00, 996683136.00, -0.55
31.00, 996714624.00, -0.55
31.00, 996746048.00, -0.55
31.00, 996777536.00, -0.55
31.00, 996809024.00, -0.55
31.00, 996840768.00, -0.55
31.00, 996872256.00, -0.55
31.00, 996903744.00, -0.55
31.00, 996935232.00, -0.55
31.00, 996966720.00, -0.55
31.00, 996998464.00, -0.55
31.00, 997029952.00, -0.55
31.00, 997061440.00, -0.55
31.00, 997092928.00, -0.55
31.00, 997124416.00, -0.55
31.00, 997156160.00, -0.55
31.00, 997187648.00, -0.55
31.00, 997219136.00, -0.55
31.00, 997250624.00, -0.55
31.00, 997282112.00, -0.55
31.00, 997313856.00, -0.55
31.00, 997345344.00, -0.55
31.00, 997376832.00, -0.55
31.00, 997408320.00, -0.55
31.00, 997439808.00, -0.55
31.00, 997471552.00, -0.55
31.00, 997503040.00, -0.55
31.00, 997534528.00, -0.55
31.00, 997565952.00, -0.55
31.00, 997597440.00, -0.55
31.00, 997629184.00, -0.55
31.00, 997660672.00, -0.55
31.00, 997692160.00, -0.55
31.00, 997723648.00, -0.55
31.00, 997755136.00, -0.55
31.00, 997786816.00, -0.55
31.00, 997818304.00, -0.55
31.00, 997849792.00, -0.55
31.00, 997881280.00, -0.55
31.00, 997912768.00, -0.55
31.00, 997944512.00, -0.55
31.00, 997976000.00, -0.55
31.00, 998007488.00, -0.55
31.00, 998038976.00, -0.55
31.00, 998070464.00, -0.55
31.00, 998102208.00, -0.55
31.00, 998133696.00, -0.55
31.00, 998165184.00, -0.55
31.00, 998196672.00, -0.55
31.00, 998228096.00, -0.55
31.00, 998259904.00, -0.55
31.00, 998291392.00, -0.55
31.00, 998322880.00, -0.55
31.00, 998354368.00, -0.55
31.00, 998385856.00, -0.55
31.00, 998417600.00, -0.55
31.00, 998449088.00, -0.55
31.00, 998480576.00, -0.55
31.00, 998512064.00, -0.55
31.00, 998543488.00, -0.55
31.00, 998575296.00, -0.55
31.00, 998606784.00, -0.55
31.00, 998638208.00, -0.55
31.00, 998669696.00, -0.55
31.00, 998701184.00, -0.55
31.00, 998732928.00, -0.55
31.00, 998764416.00, -0.55
31.00, 998795904.00, -0.55
31.00, 998827392.00, -0.55
31.00, 998858880.00, -0.55
31.00, 998890560.00, -0.55
31.00, 998922048.00, -0.55
31.00, 998953536.00, -0.55
31.00, 998985024.00, -0.55
31.00, 999016448.00, -0.55
31.00, 999048256.00, -0.55
31.00, 999079744.00, -0.55
31.00, 999111232.00, -0.55
31.00, 999142656.00, -0.55
31.00, 999174144.00, -0.55
31.00, 999205888.00, -0.55
31.00, 999237376.00, -0.55
31.00, 999268864.00, -0.55
31.00, 999300352.00, -0.55
31.00, 999331840.00, -0.55
31.00, 999363584.00, -0.55
31.00, 999395072.00, -0.55
31.00, 999426560.00, -0.55
31.00, 999458048.00, -0.55
31.00, 999489472.00, -0.55
31.00, 999521216.00, -0.55
31.00, 999552704.00, -0.55
31.00, 999584192.00, -0.55
31.00, 999615680.00, -0.55
31.00, 999647168.00, -0.55
31.00, 999678912.00, -0.55
31.00, 999710400.00, -0.55
31.00, 999741888.00, -0.55
31.00, 999773312.00, -0.55
31.00, 999804800.00, -0.55
31.00, 999836544.00, -0.55
31.00, 999868032.00, -0.55
31.00, 999899520.00, -0.55
31.00, 999931008.00, -0.55
31.00, 999962496.00, -0.55
31.00, 999994240.00, -0.55
31.00, 1000025728.00, -0.55
31.00, 1000057216.00, -0.55
31.00, 1000088704.00, -0.55
31.00, 1000120128.00, -0.55
31.00, 1000151936.00, -0.55
31.00, 1000183424.00, -0.55
31.00, 1000214912.00, -0.55
31.00, 1000246400.00, -0.55
31.00, 1000277888.00, -0.55
31.00, 1000309568.00, -0.55
31.00, 1000341056.00, -0.55
31.00, 1000372544.00, -0.55
31.00, 1000404032.00, -0.55
31.00, 1000435520.00, -0.55
31.00, 1000467264.00, -0.55
31.00, 1000498752.00, -0.55
31.00, 1000530240.00, -0.55
31.00, 1000561728.00, -0.55
31.00, 1000593216.00, -0.55
31.00, 1000624960.00, -0.55
31.00, 1000656384.00, -0.55
31.00, 1000687872.00, -0.55
31.00, 1000719360.00, -0.55
31.00, 1000750848.00, -0.55
31.00, 1000782592.00, -0.55
31.00, 1000814080.00, -0.55
31.00, 1000845568.00, -0.55
31.00, 1000877056.00, -0.55
31.00, 1000908544.00, -0.55
31.00, 1000940288.00, -0.55
31.00, 1000971776.00, -0.55
31.00, 1001003264.00, -0.55
31.00, 1001034752.00, -0.55
31.00, 1001066240.00, -0.55
31.00, 1001098048.00, -0.55
31.00, 1001129536.00, -0.55
31.00, 1001160960.00, -0.55
31.00, 1001192448.00, -0.55
31.00, 1001223936.00, -0.55
31.00, 1001255680.00, -0.55
31.00, 1001287168.00, -0.55
31.00, 1001318656.00, -0.55
31.00, 1001350144.00, -0.55
31.00, 1001381632.00, -0.55
31.00, 1001413376.00, -0.55
31.00, 1001444864.00, -0.55
31.00, 1001476288.00, -0.55
31.00, 1001507776.00, -0.55
31.00, 1001539264.00, -0.55
31.00, 1001571008.00, -0.55
31.00, 1001602496.00, -0.55
31.00, 1001633984.00, -0.55
31.00, 1001665472.00, -0.55
31.00, 1001696960.00, -0.55
31.00, 1001728704.00, -0.55
31.00, 1001760192.00, -0.55
31.00, 1001791616.00, -0.55
31.00, 1001823104.00, -0.55
31.00, 1001854592.00, -0.55
31.00, 1001886336.00, -0.55
31.00, 1001917824.00, -0.55
31.00, 1001949312.00, -0.55
31.00, 1001980800.00, -0.55
31.00, 1002012288.00, -0.55
31.00, 1002043968.00, -0.55
31.00, 1002075456.00, -0.55
31.00, 1002106944.00, -0.55
31.00, 1002138432.00, -0.55
31.00, 1002169920.00, -0.55
31.00, 1002201600.00, -0.55
31.00, 1002233088.00, -0.55
31.00, 1002264576.00, -0.55
31.00, 1002296064.00, -0.55
31.00, 1002327552.00, -0.55
31.00, 1002359296.00, -0.55
31.00, 1002390784.00, -0.55
31.00, 1002422208.00, -0.55
31.00, 1002453696.00, -0.55
31.00, 1002485184.00, -0.55
31.00, 1002516928.00, -0.55
31.00, 1002548416.00, -0.55
31.00, 1002579904.00, -0.55
31.00, 1002611392.00, -0.55
31.00, 1002642880.00, -0.55
31.00, 1002674560.00, -0.55
31.00, 1002706048.00, -0.55
31.00, 1002737536.00, -0.55
31.00, 1002769024.00, -0.55
31.00, 1002800512.00, -0.55
31.00, 1002832192.00, -0.55
31.00, 1002863680.00, -0.55
31.00, 1002895168.00, -0.55
31.00, 1002926656.00, -0.55
31.00, 1002958144.00, -0.55
31.00, 1002989888.00, -0.55
31.00, 1003021312.00, -0.55
31.00, 1003052800.00, -0.55
31.00, 1003084288.00, -0.55
31.00, 1003115776.00, -0.55
31.00, 1003147520.00, -0.55
31.00, 1003179008.00, -0.55
31.00, 1003210496.00, -0.55
31.00, 1003241984.00, -0.55
31.00, 1003273472.00, -0.55
31.00, 1003305152.00, -0.55
31.00, 1003336640.00, -0.55
31.00, 1003368128.00, -0.55
31.00, 1003399616.00, -0.55
31.00, 1003431104.00, -0.55
31.00, 1003462784.00, -0.55
31.00, 1003494272.00, -0.55
31.00, 1003525760.00, -0.55
31.00, 1003557248.00, -0.55
31.00, 1003588736.00, -0.55
31.00, 1003620480.00, -0.55
31.00, 1003651968.00, -0.55
31.00, 1003683456.00, -0.55
31.00, 1003714944.00, -0.55
31.00, 1003746432.00, -0.55
31.00, 1003778176.00, -0.55
31.00, 1003809600.00, -0.55
31.00, 1003841088.00, -0.55
31.00, 1003872576.00, -0.55
31.00, 1003904064.00, -0.55
31.00, 1003935808.00, -0.55
31.00, 1003967296.00, -0.55
31.00, 1003998720.00, -0.55
31.00, 1004030208.00, -0.55
31.00, 1004061696.00, -0.55
31.00, 1004093440.00, -0.55
31.00, 1004124928.00, -0.55
31.00, 1004156416.00, -0.55
31.00, 1004187904.00, -0.55
31.00, 1004219392.00, -0.55
31.00, 1004251072.00, -0.55
31.00, 1004282560.00, -0.55
31.00, 1004314048.00, -0.55
31.00, 1004345536.00, -0.55
31.00, 1004377024.00, -0.55
31.00, 1004408768.00, -0.55
31.00, 1004440256.00, -0.55
31.00, 1004471744.00, -0.55
31.00, 1004503168.00, -0.55
31.00, 1004534656.00, -0.55
31.00, 1004566400.00, -0.55
31.00, 1004597888.00, -0.55
31.00, 1004629376.00, -0.55
31.00, 1004660864.00, -0.55
31.00, 1004692352.00, -0.55
31.00, 1004724096.00, -0.55
31.00, 1004755584.00, -0.55
31.00, 1004787072.00, -0.55
31.00, 1004818496.00, -0.55
31.00, 1004849984.00, -0.55
31.00, 1004881728.00, -0.55
31.00, 1004913216.00, -0.55
31.00, 1004944704.00, -0.55
31.00, 1004976192.00, -0.55
31.00, 1005007616.00, -0.55
31.00, 1005039360.00, -0.55
31.00, 1005070848.00, -0.55
31.00, 1005102336.00, -0.55
31.00, 1005133824.00, -0.55
31.00, 1005165312.00, -0.55
31.00, 1005197056.00, -0.55
31.00, 1005228544.00, -0.55
31.00, 1005260032.00, -0.55
31.00, 1005291520.00, -0.55
31.00, 1005323008.00, -0.55
31.00, 1005354752.00, -0.55
31.00, 1005386240.00, -0.55
31.00, 1005417728.00, -0.55
31.00, 1005449152.00, -0.55
31.00, 1005480640.00, -0.55
31.00, 1005512384.00, -0.55
31.00, 1005543872.00, -0.55
31.00, 1005575360.00, -0.55
31.00, 1005606848.00, -0.55
31.00, 1005638336.00, -0.55
31.00, 1005670080.00, -0.55
31.00, 1005701568.00, -0.55
31.00, 1005733056.00, -0.55
31.00, 1005764544.00, -0.55
31.00, 1005796032.00, -0.55
31.00, 1005827776.00, -0.55
31.00, 1005859264.00, -0.55
31.00, 1005890752.00, -0.55
31.00, 1005922240.00, -0.55
31.00, 1005953728.00, -0.55
31.00, 1005985408.00, -0.55
31.00, 1006016896.00, -0.55
31.00, 1006048384.00, -0.55
31.00, 1006079872.00, -0.55
31.00, 1006111360.00, -0.55
31.00, 1006143104.00, -0.55
31.00, 1006174592.00, -0.55
31.00, 1006206080.00, -0.55
31.00, 1006237568.00, -0.55
31.00, 1006269056.00, -0.55
31.00, 1006300800.00, -0.55
31.00, 1006332288.00, -0.55
31.00, 1006363776.00, -0.55
31.00, 1006395200.00, -0.55
31.00, 1006426688.00, -0.55
31.00, 1006458432.00, -0.55
31.00, 1006489920.00, -0.55
31.00, 1006521408.00, -0.55
31.00, 1006552896.00, -0.55
31.00, 1006584384.00, -0.55
31.00, 1006616128.00, -0.55
31.00, 1006647552.00, -0.55
31.00, 1006679040.00, -0.55
31.00, 1006710528.00, -0.55
31.00, 1006742016.00, -0.55
31.00, 1006773760.00, -0.55
31.00, 1006805248.00, -0.55
31.00, 1006836672.00, -0.55
31.00, 1006868160.00, -0.55
31.00, 1006899648.00, -0.55
31.00, 1006931392.00, -0.55
31.00, 1006962880.00, -0.55
31.00, 1006994368.00, -0.55
31.00, 1007025856.00, -0.55
31.00, 1007057280.00, -0.55
31.00, 1007089024.00, -0.55
31.00, 1007120512.00, -0.55
31.00, 1007152000.00, -0.55
31.00, 1007183488.00, -0.55
31.00, 1007214976.00, -0.55
31.00, 1007246720.00, -0.55
31.00, 1007278144.00, -0.55
31.00, 1007309632.00, -0.55
31.00, 1007341120.00, -0.55
31.00, 1007372608.00, -0.55
31.00, 1007404352.00, -0.55
31.00, 1007435840.00, -0.55
31.00, 1007467328.00, -0.55
31.00, 1007498816.00, -0.55
31.00, 1007530304.00, -0.55
31.00, 1007562048.00, -0.55
31.00, 1007593536.00, -0.55
31.00, 1007625024.00, -0.55
31.00, 1007656448.00, -0.55
31.00, 1007687936.00, -0.55
31.00, 1007719680.00, -0.55
31.00, 1007751168.00, -0.55
31.00, 1007782656.00, -0.55
31.00, 1007814144.00, -0.55
31.00, 1007845568.00, -0.55
31.00, 1007877312.00, -0.55
31.00, 1007908800.00, -0.55
31.00, 1007940288.00, -0.55
31.00, 1007971776.00, -0.55
31.00, 1008003264.00, -0.55
31.00, 1008035008.00, -0.55
31.00, 1008066496.00, -0.55
31.00, 1008097920.00, -0.55
31.00, 1008129408.00, -0.55
31.00, 1008160896.00, -0.55
31.00, 1008192640.00, -0.55
31.00, 1008224128.00, -0.55
31.00, 1008255616.00, -0.55
31.00, 1008287040.00, -0.55
31.00, 1008318528.00, -0.55
31.00, 1008350272.00, -0.55
31.00, 1008381760.00, -0.55
31.00, 1008413248.00, -0.55
31.00, 1008444736.00, -0.55
31.00, 1008476224.00, -0.55
31.00, 1008507904.00, -0.55
31.00, 1008539392.00, -0.55
31.00, 1008570880.00, -0.55
31.00, 1008602368.00, -0.55
31.00, 1008633856.00, -0.55
31.00, 1008665600.00, -0.55
31.00, 1008697024.00, -0.55
31.00, 1008728512.00, -0.55
31.00, 1008760000.00, -0.55
31.00, 1008791488.00, -0.55
31.00, 1008823232.00, -0.55
31.00, 1008854720.00, -0.55
31.00, 1008886208.00, -0.55
31.00, 1008917696.00, -0.55
31.00, 1008949184.00, -0.55
31.00, 1008980928.00, -0.55
31.00, 1009012416.00, -0.55
31.00, 1009043840.00, -0.55
31.00, 1009075328.00, -0.55
31.00, 1009106816.00, -0.55
31.00, 1009138560.00, -0.55
31.00, 1009170048.00, -0.55
31.00, 1009201536.00, -0.55
31.00, 1009233024.00, -0.55
31.00, 1009264512.00, -0.55
31.00, 1009296256.00, -0.55
31.00, 1009327680.00, -0.55
31.00, 1009359168.00, -0.55
31.00, 1009390656.00, -0.55
31.00, 1009422144.00, -0.55
31.00, 1009453888.00, -0.55
31.00, 1009485376.00, -0.55
31.00, 1009516864.00, -0.55
31.00, 1009548352.00, -0.55
31.00, 1009579840.00, -0.55
31.00, 1009611520.00, -0.55
31.00, 1009643008.00, -0.55
31.00, 1009674496.00, -0.55
31.00, 1009705984.00, -0.55
31.00, 1009737472.00, -0.55
31.00, 1009769216.00, -0.55
31.00, 1009800640.00, -0.55
31.00, 1009832128.00, -0.55
31.00, 1009863616.00, -0.55
31.00, 1009895104.00, -0.55
31.00, 1009926848.00, -0.55
31.00, 1009958336.00, -0.55
31.00, 1009989824.00, -0.55
31.00, 1010021248.00, -0.55
31.00, 1010052736.00, -0.55
31.00, 1010084480.00, -0.55
31.00, 1010115968.00, -0.55
31.00, 1010147456.00, -0.55
31.00, 1010178944.00, -0.55
31.00, 1010210368.00, -0.55
31.00, 1010242112.00, -0.55
31.00, 1010273600.00, -0.55
31.00, 1010305088.00, -0.55
31.00, 1010336576.00, -0.55
31.00, 1010368064.00, -0.55
31.00, 1010399744.00, -0.55
31.00, 1010431232.00, -0.55
31.00, 1010462720.00, -0.55
31.00, 1010494208.00, -0.55
31.00, 1010525696.00, -0.55
31.00, 1010557440.00, -0.55
31.00, 1010588928.00, -0.55
31.00, 1010620416.00, -0.55
31.00, 1010651904.00, -0.55
31.00, 1010683328.00, -0.55
31.00, 1010715072.00, -0.55
31.00, 1010746560.00, -0.55
31.00, 1010778048.00, -0.55
31.00, 1010809536.00, -0.55
31.00, 1010841024.00, -0.55
31.00, 1010872768.00, -0.55
31.00, 1010904256.00, -0.55
31.00, 1010935744.00, -0.55
31.00, 1010967168.00, -0.55
31.00, 1010998656.00, -0.55
31.00, 1011030464.00, -0.55
31.00, 1011061888.00, -0.55
31.00, 1011093376.00, -0.55
31.00, 1011124864.00, -0.55
31.00, 1011156352.00, -0.55
31.00, 1011188096.00, -0.55
31.00, 1011219584.00, -0.55
31.00, 1011251072.00, -0.55
31.00, 1011282560.00, -0.55
31.00, 1011314048.00, -0.55
31.00, 1011345792.00, -0.55
31.00, 1011377216.00, -0.55
31.00, 1011408704.00, -0.55
31.00, 1011440192.00, -0.55
31.00, 1011471680.00, -0.55
31.00, 1011503424.00, -0.55
31.00, 1011534912.00, -0.55
31.00, 1011566400.00, -0.55
31.00, 1011597888.00, -0.55
31.00, 1011629376.00, -0.55
31.00, 1011661056.00, -0.55
31.00, 1011692544.00, -0.55
31.00, 1011724032.00, -0.55
31.00, 1011755520.00, -0.55
31.00, 1011787008.00, -0.55
31.00, 1011818752.00, -0.55
31.00, 1011850240.00, -0.55
31.00, 1011881728.00, -0.55
31.00, 1011913216.00, -0.55
31.00, 1011944704.00, -0.55
31.00, 1011976384.00, -0.55
31.00, 1012007872.00, -0.55
31.00, 1012039360.00, -0.55
31.00, 1012070848.00, -0.55
31.00, 1012102336.00, -0.55
31.00, 1012134080.00, -0.55
31.00, 1012165504.00, -0.55
31.00, 1012196992.00, -0.55
31.00, 1012228480.00, -0.55
31.00, 1012259968.00, -0.55
31.00, 1012291648.00, -0.55
31.00, 1012323136.00, -0.55
31.00, 1012354624.00, -0.55
31.00, 1012386112.00, -0.55
31.00, 1012417600.00, -0.55
31.00, 1012449344.00, -0.55
31.00, 1012480832.00, -0.55
31.00, 1012512320.00, -0.55
31.00, 1012543808.00, -0.55
31.00, 1012575296.00, -0.55
31.00, 1012606976.00, -0.55
31.00, 1012638464.00, -0.55
31.00, 1012669952.00, -0.55
31.00, 1012701440.00, -0.55
31.00, 1012732928.00, -0.55
31.00, 1012764672.00, -0.55
31.00, 1012796160.00, -0.55
31.00, 1012827648.00, -0.55
31.00, 1012859136.00, -0.55
31.00, 1012890624.00, -0.55
31.00, 1012922368.00, -0.55
31.00, 1012953856.00, -0.55
31.00, 1012985344.00, -0.55
31.00, 1013016768.00, -0.55
31.00, 1013048256.00, -0.55
31.00, 1013080000.00, -0.55
31.00, 1013111488.00, -0.55
31.00, 1013142976.00, -0.55
31.00, 1013174464.00, -0.55
31.00, 1013205888.00, -0.55
31.00, 1013237632.00, -0.55
31.00, 1013269120.00, -0.55
31.00, 1013300608.00, -0.55
31.00, 1013332096.00, -0.55
31.00, 1013363584.00, -0.55
31.00, 1013395264.00, -0.55
31.00, 1013426752.00, -0.55
31.00, 1013458240.00, -0.55
31.00, 1013489728.00, -0.55
31.00, 1013521216.00, -0.55
31.00, 1013552960.00, -0.55
31.00, 1013584448.00, -0.55
31.00, 1013615936.00, -0.55
31.00, 1013647424.00, -0.55
31.00, 1013678848.00, -0.55
31.00, 1013710592.00, -0.55
31.00, 1013742080.00, -0.55
31.00, 1013773568.00, -0.55
31.00, 1013805056.00, -0.55
31.00, 1013836544.00, -0.55
31.00, 1013868224.00, -0.55
31.00, 1013899712.00, -0.55
